220	601	1067.92	2255.88	373, 376
221	602	1614.1100000000001	1846.07	374, 377
222	603	1364.79	2368.6549999999997	343, 344
223	604	1288.28	2302.97	343, 376
224	605	1831.11	1233.6599999999999	407, 408
225	606	1182.26	1323.795	280, 281
226	607	1128.355	1181.42	280, 285
227	608	1574.27	2371.9399999999996	344, 378
228	609	1469.53	2302.97	344, 376
229	610	1612.635	2302.97	376, 378
230	611	1612.635	2215.35	376, 377
231	612	1918.73	1235.69	408, 409
232	613	1236.565	1181.42	281, 285
233	614	1651.0	2396.4500000000003	378, 379
234	615	1313.7099999999998	839.955	347, 348
235	616	1349.71	887.95	347, 349
236	617	1982.6799999999998	2271.4	411, 412
237	618	1941.1149999999998	2209.86	411, 382
238	619	1910.1299999999999	2325.75	411, 381
239	620	1300.9099999999999	887.95	348, 349
240	621	537.4350000000001	2315.1	254, 255
241	622	819.575	1181.42	286, 287
242	623	1450.92	704.21	350, 351
